geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
APEX2	BS_S6Q7NKA3	1.7439197292237815e-34	9.525437638384763e-30	9.53	1.51	6477	2016.68	706.95	90.66	TRUE	40	2	3
LETMD1	BS_N6N147BY	1.2122225639072483e-34	9.931893862007852e-30	-15.93	-5.23	7	37.25	1587.78	50.07	TRUE	61	6	2
AASDH	BS_Z8F3GM85	3.6828240668284424e-34	1.5086923323012357e-29	9.23	1.77	6022	2534.2	742.51	60.53	TRUE	32	2	4
TBC1D22B	BS_W644VEVE	1.9920186642097037e-34	1.6320862631280988e-29	-15.64	-3.08	128	105.49	898.07	69.72	TRUE	39	2	2
ZFP69	BS_VVTHDRBD	1.5039831263394879e-33	1.6429767080513837e-29	8.37	2.15	5448	1326.24	297.39	35.6	TRUE	63	2	15
RPS6KC1	BS_SNVM7CZT	1.0527983960831598e-34	1.7251422699619205e-29	9.72	1.88	10874	7272.92	1978.68	51.98	TRUE	19	4	1
ZNF701	BS_SKGJ5SY9	3.755257681068951e-34	2.051153631538368e-29	-14.36	-3.67	80	49.21	632.09	53.57	TRUE	161	4	3
FRS2	BS_MG78HQDM	5.736580312683498e-34	2.3500266573496852e-29	8.06	2.49	77030	16114.57	2858.66	22.97	TRUE	60	5	4
GTPBP1	BS_4KNBXM3C	1.7783588978183412e-33	3.6425802380627144e-29	10.07	1.45	3996	11176.75	4097.74	100.43	TRUE	29	2	8
MORN1	BS_JRYJGYC4	3.3648256618474656e-33	3.9383493159766913e-29	8.97	2.04	4388	2228.84	539.49	40.97	TRUE	45	2	14
ZMYM3	BS_HD4EJYE3	2.536110830788618e-34	4.155735810178892e-29	-14.83	-2.39	1510	765.72	4016.16	90.73	TRUE	17	4	1
EEF1B2	BS_JJVH7WR0	1.0969874668336248e-33	4.4938790173262484e-29	9.37	1.87	12517	20864.45	5704.04	50.64	TRUE	41	4	4
NIPSNAP1	BS_W36RZSFA	5.6405783102702855e-34	4.6213976513833067e-29	-15.86	-3.66	372	177.34	2241.92	47.65	TRUE	88	3	2
FURIN	BS_J70GK8SM	3.4999674451941607e-34	5.735135811052418e-29	9.24	2.08	20787	16263.14	3845.05	38.71	TRUE	32	1	1
PRAF2	BS_8GW1TMV2	4.8750137142833886e-33	6.144862811081047e-29	8.9	2.23	5410	9764.03	2071.85	31.82	TRUE	30	1	13
KCTD21	BS_4KNBXM3C	3.729731926360729e-33	6.790704158586284e-29	8.35	2.58	4338	5629.63	941.23	21.55	TRUE	29	1	9
ZNF254	BS_SKGJ5SY9	2.1215655920350616e-33	8.691128555412832e-29	-14.71	-3.87	150	86.31	1275.2	44.65	TRUE	161	4	4
NOA1	BS_Z8F3GM85	3.532911306636248e-33	1.1578236923193735e-28	9.48	1.6	9457	3859.26	1269.32	73.94	TRUE	32	4	5
PPP1R15B	BS_JRYJGYC4	1.1026654694423003e-32	1.2045704844279662e-28	9.27	2.13	37772	21410.63	4891.48	34.11	TRUE	45	3	15
EBP	BS_8GW1TMV2	1.1306806697302178e-32	1.3234015339074452e-28	8.83	2.26	4318	2924.08	610.93	30.58	TRUE	30	2	14
COX10	BS_H97S5SQN	5.791471571263885e-33	1.8980105687928723e-28	9.4	1.65	3123	1820.92	580.47	71.97	TRUE	112	4	5
KDM5D	BS_SKGJ5SY9	7.575263734399685e-33	2.482604024273271e-28	-5.82	-3.35	264	7.79	79.59	53.55	TRUE	161	2	5
ZNF736	BS_7ZV3DPGT	1.6705194184755626e-33	2.737355672582884e-28	-17.01	-4.7	38	62.18	1658.73	37.39	TRUE	33	3	1
PPIL2	BS_GWSJ4Z9H	9.062172347276881e-33	2.969901290148338e-28	9.5	1.54	18487	5780.12	1981.81	78.57	TRUE	31	3	5
STIP1	BS_3KHXMAJF	4.8574429499765425e-33	3.979764876214319e-28	-15.92	-2.72	120	688	4546.9	86.02	TRUE	52	3	2
RRM2	BS_JQXHHK0K	1.2947473466585953e-32	4.243211967175813e-28	6.43	3.25	56107	3616.13	376.91	10.14	TRUE	31	1	5
EIF3D	BS_4KNBXM3C	2.6904822553724937e-32	4.40869275883561e-28	10.02	1.12	9359	9065.34	4165.44	169.82	TRUE	29	2	10
PPFIA1	BS_TRKH2SPE	1.409792360800931e-32	4.620243348651499e-28	8.85	2.11	37486	17354.06	4007.46	34.59	TRUE	66	1	5
NDEL1	BS_H97S5SQN	2.109275188901102e-32	4.940950762903381e-28	9.24	1.92	8658	6394.85	1683.02	45.36	TRUE	112	3	6.5
ELAC2	BS_H97S5SQN	2.1107114411484198e-32	4.940950762903381e-28	9.6	1.59	13672	7909.95	2627.26	72.78	TRUE	112	3	6.5
NME6	BS_S71RJ8DH	3.620705519772478e-33	5.9329802956411055e-28	-14.69	-3.07	60	69.3	589.59	79.61	TRUE	92	4	1
IAH1	BS_JQXHHK0K	2.2755516575533695e-32	6.214628186067807e-28	7.64	2.19	5022	4588.32	1003.26	32.75	TRUE	31	5	6
NCKAP1L	BS_R4Y180DM	4.526148180004146e-33	7.416661703215208e-28	-14.63	-3.47	513	125.17	1384.16	49.69	TRUE	28	7	1
CEP152	BS_GS1KR5PK	4.875947140010807e-33	7.989851189579646e-28	7.82	2.9	48868	2979.01	397.86	14.48	TRUE	87	2	1
HPCAL1	BS_JQXHHK0K	4.829803737625126e-32	1.1306056335729327e-27	7.35	3.24	43386	18806.38	1996.87	10.09	TRUE	31	1	7
WAPL	BS_B1C6GZ84	1.5293788063487114e-32	1.2530395351246637e-27	10.1	1.01	10580	7354.98	3659.39	220.19	TRUE	50	4	2
ARHGAP11A	BS_VNE0ZPBS	7.75557044767888e-33	1.2708475294733917e-27	8.72	2.84	1652	4183.89	584.65	16.76	TRUE	2	2	1
EIF1B	BS_WWKNJSJ5	1.0321033036061522e-32	1.6912307642589457e-27	9.33	1.7	15263	4575.96	1409.29	62.08	TRUE	29	1	1
ZFAT	BS_CVGFNCBJ	1.0550097725777182e-32	1.7287658878167307e-27	8.64	3	8783	6677.17	837.12	13.39	TRUE	3	10	1
CCDC120	BS_8GW1TMV2	1.5867011022042724e-31	1.7333392296135575e-27	8.57	2.16	2794	3364.54	751.5	33.88	TRUE	30	1	15
TOMM6	BS_4E1G7E3G	1.596895603903746e-32	2.616713814591635e-27	-18.17	-3.07	27	165.46	1436.99	121.66	TRUE	43	3	1
TMEM42	BS_P7EY9DXG	1.8350672045884454e-32	3.006987866465486e-27	-14.47	-3.14	61	55.97	500.55	72.86	TRUE	84	3	1
NELFB	BS_A0DYVX9J	2.185872958303118e-32	3.5818271106461256e-27	9.69	1.34	12814	7364.25	2913.98	111.02	TRUE	108	1	1
RNF126	BS_4PH1MBGR	2.77586090241707e-32	4.5485963847498765e-27	9.48	1.37	8212	3728.73	1445.27	106.68	TRUE	11	4	1
CIR1	BS_AA164D3A	2.9229222272118093e-32	4.7895748176805095e-27	9.34	1.43	13148	2954.98	1090.59	93.12	TRUE	13	2	1
RBPJ	BS_B1C6GZ84	8.888562778485697e-32	4.8550084629766175e-27	8.9	2.06	51785	18664.92	4483	35.87	TRUE	50	3	3
ZNF611	BS_SKGJ5SY9	1.8036910057782994e-31	4.9259567130718566e-27	-15.3	-3.63	175	83.03	1031.09	45.91	TRUE	161	4	6
GLB1	BS_D0BGESQF	3.627142894514571e-32	5.9435287418740086e-27	-15.14	-3.1	349	205.16	1764.44	58.33	TRUE	26	3	1
PEX1	BS_M0XGZ53Z	7.645345560315277e-32	6.2639289932598705e-27	9.17	2.11	13536	4950.33	1149.12	34.71	TRUE	114	2	2
UBA2	BS_Q13FQ8FV	7.655569873359588e-32	6.27230590316004e-27	10.43	1.55	1005	9719.21	3315.73	93.47	TRUE	98	4	2
MDM4	BS_JRYJGYC4	6.167866753132718e-31	6.316764735601832e-27	8.9	2.08	54298	19945.94	4727.47	33.75	TRUE	45	2	16
ZNF484	BS_VT6C6N6K	4.5432413229989983e-32	7.444670962743558e-27	-15.13	-3.64	128	83.15	1046.41	47.75	TRUE	6	3	1
PSMD10	BS_4B0BAVTX	2.7243011178388454e-31	8.928218416694983e-27	-14.46	-2.25	173	240.35	1147.45	110.38	TRUE	189	1	5
ZNF441	BS_QXKRN6CR	1.1450971170224264e-31	9.38192652618213e-27	-15.92	-3.95	62	47.6	744.63	44.47	TRUE	74	1	2
PRDM10	BS_PKW05VZV	5.882633866257042e-32	9.63943370273517e-27	9.46	1.6	3737	2556.3	841.77	73.78	TRUE	2	2	1
OS9	BS_7327SDAQ	1.1770326389831208e-31	9.643578325105176e-27	9.27	1.65	173164	35601.83	11338.49	61.19	TRUE	71	4	2
LRBA	BS_HKZENFDA	6.330053217145563e-32	1.037258644830199e-26	9.02	2.02	18595	17685.14	4373.39	38.79	TRUE	49	3	1
MEN1	BS_CZ3NA7KV	6.57038248033651e-32	1.0766396100921137e-26	-14.62	-2.02	219	483.39	1960.01	136.35	TRUE	21	1	1
VPS13D	BS_FBJ5Q54N	1.342060123698539e-31	1.0995669526266043e-26	9.37	1.55	61227	29563.25	10056.61	72.24	TRUE	89	4	2
TXNL4B	BS_HCP5C912	8.279464715427341e-32	1.3566941787127992e-26	8.57	2.43	4878	2907.26	541.34	24.29	TRUE	2	3	1
GNL3L	BS_S6Q7NKA3	3.774904503632392e-31	1.546413669633731e-26	9.06	1.67	5493	4418	1384.86	63.08	TRUE	40	1	4
RAD52	BS_81SP2HX4	1.0885452064194123e-31	1.7837179039644155e-26	8.58	2.35	6847	2740.24	539.25	26.24	TRUE	32	3	1
VPS39	BS_DHA5FMVW	1.5447827597387416e-31	2.5313203806621572e-26	-13.49	-1.59	1069	1706.34	5118.91	171.92	TRUE	178	3	1
ZNF202	BS_M0XGZ53Z	4.739633421941616e-31	2.588828019601797e-26	-18.85	-3.81	13	39.22	587.61	87.18	TRUE	114	1	3
ZNF808	BS_SKGJ5SY9	1.204884597156906e-30	2.820506561661419e-26	-13.75	-3.55	199	95.13	1120.25	45.79	TRUE	161	4	7
ZC3H11A	BS_JRYJGYC4	3.674860426853796e-30	3.542188179931249e-26	9.17	1.83	22800	16895.39	4747.37	46.41	TRUE	45	2	17
CCNC	BS_FBJ5Q54N	6.951553179719805e-31	3.796997372855533e-26	-14.26	-2.51	113	133.19	765.24	94.94	TRUE	89	3	3
RBM48	BS_M0XGZ53Z	9.479369650368776e-31	3.883284144734201e-26	8.69	2.2	10409	2860.48	622.57	29.83	TRUE	114	3	4
BRD1	BS_70FFPA51	6.332797764246267e-31	5.188541866546795e-26	-14.03	-2.03	360	678.98	2771.81	117.89	TRUE	58	3	2
ZBED6	BS_YA0KMBRT	2.541834484419963e-30	5.206393418523707e-26	5.75	2.45	591477	30192.41	5501.94	20.17	TRUE	59	7	8
IDH3G	BS_7S6GNG04	4.372042238983424e-31	7.164139782687789e-26	-14.18	-2.37	341	369.13	1915.51	88.97	TRUE	11	2	1
ALG12	BS_70FFPA51	1.3244712457277734e-30	7.234374405884577e-26	-14.85	-2.86	116	149.42	1093.33	70.61	TRUE	58	1	3
LETMD1	BS_8ZD6J47V	9.26919233576643e-31	7.594367338670718e-26	-19.51	-6.4	1	9.49	1587.78	50.07	TRUE	42	6	2
YWHAQ	BS_FKASA3MN	5.078621669353664e-31	8.321958836128893e-26	9.23	1.6	33421	38285.05	12654.9	66.97	TRUE	34	1	1
ORAOV1	BS_TRKH2SPE	3.1532915608929313e-30	8.611773126822701e-26	9.07	2.01	8522	2743.92	677.42	37.21	TRUE	66	2	6
SMARCE1	BS_E3BAT4C1	5.4306156875180785e-31	8.898745200705772e-26	8.88	1.77	61783	15036.36	4410.46	51.01	TRUE	58	7	1
COG5	BS_JVW2JJ39	5.589002436608225e-31	9.158281762381615e-26	-14.64	-2.37	210	382.03	1974.48	94.43	TRUE	68	4	1
BUB1	BS_SHMC4902	5.589478536981843e-31	9.159061912581623e-26	7.42	2.57	560	1773.87	296.64	23.49	TRUE	3	5	1
RPL26L1	BS_7C40TRCY	6.118882963314078e-31	1.002655749119242e-25	-14.64	-2.48	86	91.34	515.12	107.22	TRUE	22	5	1
PAICS	BS_Z8F3GM85	3.8509196049789046e-30	1.0517024933248178e-25	8.73	1.86	39963	14312.95	3934.84	43.72	TRUE	32	2	6
PARP11	BS_B1C6GZ84	2.9068303207163774e-30	1.190801552446201e-25	7.99	2.46	16760	4067.68	742.37	21.48	TRUE	50	5	4
MSH2	BS_Z8YZ6QGS	7.457510346835212e-31	1.2220066420948068e-25	-14.72	-3.5	129	144.46	1645.72	48.75	TRUE	33	4	1
ARHGAP11B	BS_YMAJC22S	7.549176231347644e-31	1.2370272474333197e-25	7.99	2.87	4601	1880.17	257.32	14.58	TRUE	6	2	1
MYH10	BS_H97S5SQN	6.2880157647382646e-30	1.2879628509948898e-25	8.21	2.3	81198	42307.08	8613.52	24.67	TRUE	112	6	8
BTBD6	BS_8ZD6J47V	2.5305276377677905e-30	1.3821956826243978e-25	-22.08	-7.49	0	0	1746.31	41	TRUE	42	4	3
STAG2	BS_B9V8RGTA	8.89965771671841e-31	1.4583205837341515e-25	-13.78	-3.41	253	500.26	5332.15	48.46	TRUE	111	7	1
NDUFB7	BS_PXCPK5XS	1.0516537392844135e-30	1.7232666061734276e-25	9.16	1.22	6874	4924.58	2110.94	133.39	TRUE	168	1	1
ZNF320	BS_SKGJ5SY9	9.197393966246263e-30	1.8838855050139676e-25	-14.24	-4.5	121	51.94	1182.95	31.59	TRUE	161	6	8
ZNF785	BS_S71RJ8DH	2.6338602333113917e-30	2.1579552355712067e-25	-14.94	-3.44	90	102.54	1125.9	51.19	TRUE	92	6	2
ZDHHC5	BS_VXHWZJDC	1.4917424936855706e-30	2.44440724960233e-25	9.66	1.22	5315	7472.99	3213.81	135.4	TRUE	135	3	1
PROSER3	BS_T1YHK6B7	3.100483457717557e-30	2.540265586519641e-25	8.97	1.71	6172	2867.86	876.11	57.41	TRUE	92	2	2
FAM104B	BS_S6Q7NKA3	8.49978256361783e-30	2.7855920450745383e-25	8.43	1.76	6592	1408.32	416.85	52.53	TRUE	40	4	5
CHKB	BS_B9V8RGTA	3.4665837272898536e-30	2.840216200252213e-25	-16.42	-3.85	34	71.61	1054.97	49.62	TRUE	111	1	2
BRWD3	BS_XG0DBWVT	3.487707741493929e-30	2.857523374137691e-25	-14.58	-3.28	329	238.06	2323.66	49.74	TRUE	60	4	2
GATAD1	BS_M0XGZ53Z	1.1055737304517787e-29	3.623242554429568e-25	8.69	2.06	16076	7775.52	1854.61	33.58	TRUE	114	3	5
SCO1	BS_4B0BAVTX	1.4331170791106714e-29	3.913903586505358e-25	-14.64	-2.78	310	240.51	1655.39	64.06	TRUE	189	3	6
RBM42	BS_T1YHK6B7	7.490010728200067e-30	4.0911074579137033e-25	9.36	1.31	5217	5889.4	2367.11	109.38	TRUE	92	9	3
AGER	BS_Y08D5P8N	3.481552534221421e-30	5.704960668845848e-25	7.26	3.11	2519	1103.13	127.5	11.34	TRUE	69	2	1
KDSR	BS_PSNBFWQV	3.5453186876375935e-30	5.809449512161322e-25	-14.32	-2.89	3427	374.14	2767.1	58.15	TRUE	73	1	1
ZXDB	BS_FTKPQ5FZ	3.7938587291680216e-30	6.216713555322312e-25	-14.8	-3.68	62	99.69	1294.14	47.59	TRUE	13	4	1
HNRNPH2	BS_4B0BAVTX	2.66057693733074e-29	6.228127347011943e-25	-13.01	-2	700	877.38	3506.1	106.67	TRUE	189	2	7
ZNF701	BS_QXKRN6CR	1.1568499668232064e-29	6.318812747675441e-25	-15.81	-4.04	18	36.65	632.09	53.57	TRUE	74	4	3
SNRPN	BS_W9AT0MR7	3.8640693821455975e-30	6.331762519781103e-25	-17.79	-8.53	15	15.86	6264.54	14.43	TRUE	4	8	1
TMEM147	BS_T1YHK6B7	1.5520962849056055e-29	6.358261273248604e-25	9.06	1.49	5780	4935.27	1757.7	78.98	TRUE	92	3	4
ATAD1	BS_TXZ7KHTQ	4.351082303462139e-30	7.129794298426062e-25	-13.45	-3.23	130	207.65	1960.58	54.48	TRUE	40	5	1
POLD2	BS_4QW2S1Q8	1.4022773757091478e-29	7.6593580944122135e-25	8.79	1.68	28267	9189.82	2858.12	55.7	TRUE	71	2	3
TDP1	BS_PZVHMSYN	4.8270148095165175e-30	7.90966942636885e-25	8.78	1.92	1704	2458.52	647.01	45.32	TRUE	29	2	1
LPIN1	BS_JQXHHK0K	5.485211404012878e-29	1.1235258915601932e-24	7.31	2.85	72636	22510.52	3139.49	13.02	TRUE	31	3	8
ZNF43	BS_1BWP5MCT	7.095201596327967e-30	1.1626378073205026e-24	-15.05	-5.16	21	35.24	1321.07	30.16	TRUE	37	7	1
SLC35E3	BS_MG78HQDM	3.908495111315605e-29	1.2809119302528782e-24	7.92	2.29	44171	6923.13	1416.72	24.4	TRUE	60	4	5
TMLHE	BS_QB84TBA3	7.904676056582439e-30	1.2952803543679712e-24	-14.75	-4.59	44	34.96	859.47	33.24	TRUE	50	5	1
ZNF160	BS_JS95PE0J	8.148723404354912e-30	1.3352705744405647e-24	-13.99	-2.55	385	363.43	2135.51	73.7	TRUE	69	3	1
MRPS17	BS_YA0KMBRT	1.0438942812312083e-28	1.9006130672769426e-24	7.94	2.11	23780	2191.86	507.23	30.12	TRUE	59	5	9
VPS35	BS_11WY983P	1.2982345292778224e-29	2.127320169857459e-24	9.23	1.19	41203	10896.37	4768.62	127.66	TRUE	68	3	1
RAB3GAP2	BS_8ZE4Z9G5	2.8811051053979204e-29	2.3605261083302623e-24	-14.58	-3.08	222	355.45	3013.87	54.52	TRUE	36	4	2
CPSF3	BS_FKASA3MN	3.129777771509727e-29	2.564266790919466e-24	9.09	1.47	5012	3380.3	1222.43	81.49	TRUE	34	2	2
YEATS4	BS_MG78HQDM	9.553110506777702e-29	2.6089950374439613e-24	7.61	2.45	10766	2212.52	402.7	20.51	TRUE	60	4	6
USP35	BS_4KNBXM3C	1.803411576944205e-28	2.6864692260342012e-24	7.78	2.53	5766	4757.98	824.27	18.91	TRUE	29	2	11
ATP5G3	BS_C05FKR8X	1.8322835092846327e-29	3.002426432431042e-24	-14.13	-2.82	170	400.18	2842.79	65.65	TRUE	49	3	1
TMEM104	BS_S6Q7NKA3	1.1306298771114748e-28	3.0877981956525008e-24	8.53	1.71	11155	5056.04	1547	52.92	TRUE	40	3	6
SRA1	BS_49F4RAA4	1.8994600138404118e-29	3.1125035639964194e-24	9.09	1.43	7041	3239.27	1197.9	85.66	TRUE	59	1	1
BDP1	BS_R4Y180DM	3.900004129073462e-29	3.1953230557349792e-24	-14.07	-3.48	6089	379.15	4225.15	42.31	TRUE	28	8	2
FAM49B	BS_XG0DBWVT	6.449636680366493e-29	3.52284631910294e-24	8.62	1.97	15723	9174.38	2345.64	36.99	TRUE	60	2	3
NCOR1	BS_H97S5SQN	2.098748809808566e-28	3.821181401769364e-24	9.06	1.4	25624	26526.49	10041.59	83.65	TRUE	112	6	9
ZNF18	BS_H97S5SQN	3.0214273197014e-28	4.9509877714734965e-24	8.64	1.56	2649	1457.27	492.77	69.22	TRUE	112	2	10
ZFP69B	BS_VVTHDRBD	4.876432531546054e-28	4.9941541028211094e-24	7.67	2.19	4528	1324.79	288.94	27.66	TRUE	63	1	16
PSENEN	BS_T1YHK6B7	1.561277840472614e-28	5.1166992802702156e-24	8.61	1.61	4601	3503.91	1150.06	63.27	TRUE	92	3	5
TRIM28	BS_HF3RNN2T	4.907767915647495e-29	8.041993523114781e-24	9.3	1.15	37620	22558.46	10140.31	134.82	TRUE	19	3	1
FAM49B	BS_MG78HQDM	4.056440361859911e-28	9.495695010635255e-24	8.54	1.95	11959	9048.86	2345.64	36.99	TRUE	60	2	7
SCFD2	BS_TR2P8KRF	7.226351124069805e-29	1.1841283030160448e-23	8	2.58	14476	6674.61	1117.85	17.79	TRUE	20	5	1
TMF1	BS_ZV68CES9	1.6048596988183296e-28	1.3148819916948118e-23	9.02	1.27	25051	6205.79	2571.27	106.38	TRUE	92	5	2
HCCS	BS_DHA5FMVW	1.6212833586323753e-28	1.3283381053620135e-23	-14.17	-2.81	111	75.36	533.79	67.53	TRUE	178	4	2
ZNF28	BS_QXKRN6CR	3.2440732964947735e-28	1.3289552851379394e-23	-14.73	-4.3	32	43.69	883.69	36.68	TRUE	74	6	4
WASHC5	BS_X23724NJ	8.203370829964231e-29	1.344225240805367e-23	9.03	1.69	17481	6797.56	2110.79	54.38	TRUE	53	3	1
ETFA	BS_FBJ5Q54N	3.468609761174168e-28	1.4209380778092056e-23	-13.75	-2.83	177	220.81	1577.89	61.6	TRUE	89	3	4
PAFAH1B3	BS_YEW22W35	1.7599832640873774e-28	1.4419767044662458e-23	-15.91	-4.41	25	48.53	1071.76	37.1	TRUE	81	2	2
COX7A2	BS_N6N147BY	2.760793508433774e-28	1.5079688563847216e-23	-14.64	-2.63	89	323.79	2016.05	81.43	TRUE	61	1	3
CLPTM1L	BS_BPWEFR89	1.1207670531892064e-28	1.836517442874823e-23	7.52	2.47	125009	17060.95	3079.53	19.08	TRUE	8	5	1
HMGXB4	BS_4KNBXM3C	1.5314793989919422e-27	2.0912676290527782e-23	8.91	1.37	2553	3192.86	1232.01	93.99	TRUE	29	2	12
ZNF829	BS_KYF0Q0E7	1.3502729772820524e-28	2.2125916963427838e-23	-17.52	-5.87	4	5.25	382.69	33.08	TRUE	28	7	1
ZNF675	BS_7ZV3DPGT	2.7432604562828373e-28	2.2475882316383816e-23	-13.62	-3.63	52	39.65	500.03	46.57	TRUE	33	3	2
RPS15	BS_PXCPK5XS	2.8302060274828493e-28	2.3188238455133465e-23	9.16	1.16	42880	28121.79	12544.41	127.12	TRUE	168	2	2
FIGNL1	BS_YA0KMBRT	1.657649938881596e-27	2.7162674154934325e-23	6.84	2.31	26467	2971.95	597.84	22.4	TRUE	59	5	10
ZXDB	BS_R439VVPK	2.1025094269194264e-28	3.445225504585221e-23	-13.4	-3.33	148	127.88	1294.14	47.59	TRUE	145	4	1
ESD	BS_C41DJZ1F	2.1996273706940632e-28	3.604365441158773e-23	-14.05	-2.53	160	326.46	1892.36	77.81	TRUE	67	4	1
PWP1	BS_KK5C8VCK	2.305945409352574e-28	3.7785808875648623e-23	9.04	1.2	11137	3812.92	1659.05	124.24	TRUE	46	5	1
OGDH	BS_MD3DT41J	4.724895400377802e-28	3.871166980623205e-23	8.64	1.69	34812	22526.9	6995.2	51.32	TRUE	29	2	2
SMAP2	BS_VVTHDRBD	4.2527432508432374e-27	4.0992078951733837e-23	8.01	2.03	21916	16266.46	3967.25	31.07	TRUE	63	2	17
CPSF6	BS_4JWBB28H	2.590036701850331e-28	4.2441001161649063e-23	-16.34	-6.39	7601	48.39	4045.52	18	TRUE	47	4	1
CCT2	BS_Q9V7A95C	5.312885169539545e-28	4.3529144874867845e-23	7.68	2.21	133195	18815.21	4062.65	25	TRUE	28	5	2
KRIT1	BS_84XCR9GG	9.424949217332883e-28	5.147987290367274e-23	8.73	1.24	59102	3784.89	1596.42	105.45	TRUE	56	2	3
CSTF2T	BS_A0DYVX9J	6.522679271752546e-28	5.344114204091133e-23	7.85	1.91	83026	8998.49	2395.34	36.91	TRUE	108	2	2
SLC25A38	BS_3KHXMAJF	1.0527014249758333e-27	5.749944568784303e-23	-16.57	-2.92	30	129.79	1011.53	98.03	TRUE	52	1	3
BDP1	BS_WJGFDRWK	4.137036058870865e-28	6.779052669596827e-23	-13.7	-3.39	11091	403.73	4225.15	42.31	TRUE	113	8	1
TXNDC11	BS_Z7G68ZS2	4.163534310104882e-28	6.822473379064037e-23	8.8	1.43	11384	3684.09	1367.84	80.17	TRUE	29	2	1
NONO	BS_V96WVE3Z	4.265039816149807e-28	6.988802886938918e-23	-12.84	-1.66	4670	4101.53	12983.83	131.75	TRUE	103	4	1
NDUFB6	BS_YCREDZTJ	5.0950509126994945e-28	8.348880212780709e-23	-13.5	-2.46	191	174.69	966.62	78.4	TRUE	12	2	1
FRS2	BS_Q9V7A95C	1.6642027401715794e-27	9.090016675359972e-23	7.36	2.27	67563	13840.03	2858.66	22.97	TRUE	28	5	3
SLC4A2	BS_VMEX27TN	6.170873337048214e-28	1.0111750241954163e-22	7.74	2.41	17208	24420.95	4588.45	20.52	TRUE	128	2	1
IAH1	BS_8ZE4Z9G5	2.1978134679912573e-27	1.200464377994685e-22	-15.63	-4.57	26	40.9	1003.26	32.75	TRUE	36	5	3
ZNF28	BS_SKGJ5SY9	6.842335901820938e-27	1.245780656098708e-22	-13.06	-3.81	110	62.51	883.69	36.68	TRUE	161	6	9
PLEK	BS_CYEY58NY	7.918425669448336e-28	1.2975334009568357e-22	7.36	2.68	6552	3443.03	536.89	15.51	TRUE	62	3	1
KDM5A	BS_Z3RCA1T9	8.311372155486224e-28	1.3619226131192958e-22	8.96	1.48	41555	19665.09	7047.66	70.09	TRUE	62	3	1
CHFR	BS_7C40TRCY	2.2610729550686796e-27	1.8525258704652213e-22	-13.42	-2.48	213	272.53	1526.29	74.16	TRUE	22	4	2
SETD6	BS_B9V8RGTA	3.581508159424121e-27	1.956250167497413e-22	-14.56	-3.31	55	62.82	632.11	52.68	TRUE	111	2	3
WDR37	BS_A0DYVX9J	3.626957948484606e-27	1.9810752281993806e-22	8.28	1.72	36957	5582.21	1694.18	47.27	TRUE	108	2	3
WRN	BS_KXCY5BN5	1.285517165700561e-27	2.1064811739478611e-22	8.36	1.68	6466	2777.35	863.32	53.47	TRUE	15	3	1
TIMM23	BS_TXZ7KHTQ	2.8773073507228973e-27	2.357414559554541e-22	8.86	1.24	3159	2990.56	1262.07	116	TRUE	40	3	2
ZNF572	BS_WMEHNDSK	8.788342862238634e-27	2.400133746874305e-22	6.63	2.35	6890	1059.92	207.91	21.41	TRUE	52	4	6
KLF11	BS_JQXHHK0K	1.4675978555420092e-26	2.672048033887985e-22	7.27	2.65	5129	5829.06	924.81	15.22	TRUE	31	1	9
NAALADL2	BS_TZVFR600	7.292891862955528e-27	2.987579594975972e-22	6.4	3.16	12924	3619.42	405.39	9.01	TRUE	108	4	4
DECR1	BS_N6N147BY	1.0120719026963342e-26	4.146017001160783e-22	-16.76	-4.26	12	62.51	1290.97	46.89	TRUE	61	3	4
ZNF300	BS_7C40TRCY	8.80490741927056e-27	4.809315195450185e-22	-15.38	-5.94	30	9.39	592.46	20.23	TRUE	22	4	3
EFTUD2	BS_QWTE1CWR	3.0654442975582163e-27	5.023115112642786e-22	8.61	1.5	54536	11288.93	3993.06	66.42	TRUE	22	6	1
RBM12B	BS_S69QZAJR	3.200489530706196e-27	5.244403671712779e-22	-12.49	-1.83	1427	824	2934.82	110.62	TRUE	26	2	1
XRN2	BS_W36RZSFA	9.89263391759733e-27	5.403440644793084e-22	8.71	1.15	24287	6542.76	2945.37	124	TRUE	88	5	3
ZNF254	BS_7ZV3DPGT	1.0126897672772392e-26	5.531397497018566e-22	-15.03	-3.96	22	78.53	1275.2	44.65	TRUE	33	4	3
VPS50	BS_84XCR9GG	1.3613895728022367e-26	5.57701908234344e-22	8.36	1.23	41310	2215.98	943.1	102.83	TRUE	56	2	4
ARMCX6	BS_74FS6GMW	3.6046426788494004e-27	5.906659315332653e-22	-14.88	-4.85	15	33.63	1031.83	32.35	TRUE	73	6	1
FAM133B	BS_M0XGZ53Z	2.474756709121584e-26	6.75866563921619e-22	8.38	1.88	7367	2821.9	766.33	37.98	TRUE	114	3	6
TXNDC5	BS_Z7G68ZS2	8.380029125190071e-27	6.865864595331069e-22	7.91	2.01	70261	16359.3	4048.69	30.72	TRUE	29	2	2
WDR5	BS_A0DYVX9J	1.7780152687111807e-26	7.283752777604616e-22	8.68	1.34	11816	4335.09	1713.92	87.41	TRUE	108	3	4
